고유번호,언어,상호명,콘텐츠URL,주소,신주소,전화번호,팩스번호,웹사이트,운영시간,운영요일,휴무일,교통정보,태그,장애인편의시설
45530,en,Choong Ang High School,https://english.visitseoul.net/attractions/ChoongAngHighSchool/ENPgcblme?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPgcblme," 1, Gye-dong, Jongno-gu, Seoul, Korea ","03051 164 Changdeokgung-gil, Jongno-gu, Seoul ",-1983,,https://choongang.sen.hs.kr/index.do,,,,"Subway Line 3  Anguk Station  Exit 3,  713m"," Jongno, History, WinterSonata,ChoongAngHighSchool",
45535,en,Choong Ang Store,https://english.visitseoul.net/attractions/ChoongAngStore/ENPl7gype?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPl7gype," 2-105, Gye-dong, Jongno-gu, Seoul, Korea ","03051 162 Changdeokgung-gil, Jongno-gu, Seoul ",,,,,,,"Subway Line 3, Anguk Station, Exit 3,  715m"," Jongno,Hallyu,ChoongAngStore",
23982,en,Choonwondang Museum of Korean Medicine,https://english.visitseoul.net/attractions/Choonwondang-Museum-of-Korean-Medicine/ENP002637?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP002637,"110-320 154, Nagwon-dong, Jongno-gu, Seoul ","03139 27, Donhwamun-ro 9-gil, Jongno-gu, Seoul ",-5597,,http://cwdmuseum.com/,Mondays-Fridays 09:00 - 18:00 (KST) Saturdays 09:00 - 13:00 (KST),,Closed Sundays & national holidays,"Subway Lines 1/3/5, Jongno 3(sam)-ga Station  Exit 5,  186m  ","Jongno,ChoonwondangMuseumOfKoreanMedicine,Hanbang,History,OrientalMedicine,Tradition,Jongno3(sam)GaStation,Medicine,Museum,KoreanMedicine",
49291,en,Euljiro 3-ga Station Luggage Storage,https://english.visitseoul.net/attractions/LuggageStorage12/ENPhp6fgz?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPhp6fgz, 서울 중구 을지로3가 347-3 ,"04550 347-3 Euljiro 3-ga, Jung-gu, Seoul ",,,,,,,,Euljiro 3-ga Station Luggage Storage,
27889,zh-TW,Gawon工房,https://tchinese.visitseoul.net/attractions/佳圓工坊/TCP027812?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP027812, 首爾市鐘路區奉益洞23號 ,03138 鐘路區敦化門路6na街45 ,-984,,http://www.gawoncraft.co.kr/,週一至週五 10:30 - 18:30,平日,週末,"地鐵 1/3/5號線  鍾路3街站  8號出口,  54m"," 傳統 , 鍾路 , 鍾路貴金屬街 , 鍾路, 玉工藝 , 工坊 ,老店",
11988,zh-CN, 瑞草游客服?中心,https://chinese.visitseoul.net/attractions/瑞草旅游信息中心/CNP011988?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP011988,137-070 首?瑞草?瑞草洞1318-7 ,137-070 首?特?市瑞草?瑞草洞 1318-7 ,-7116,,https://tiac.or.kr/lang_zh/,10:00 ~ 19:00   ※ ????可能?根据具?情??行?整，春?及中秋?假期?停??,,中秋、春??天,"地?2?? /新盆唐?  江南站 9?出口,  60m",瑞草旅游信息中心，多元文化空?，文化,
27547,en,Dol Record,https://english.visitseoul.net/attractions/Dol-Record/ENP027472?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP027472," 41 Hwanghak-dong, Jung-gu, Seoul ","04571 49-29 Majang-ro 9-gil, Jung-gu, Seoul ",-9285,,,10:00~21:00,Every day,None,"Subway Line 1/6   Dongmyo Station  Exit 5,  400m","record, LD,CD,OraeGage, tape, used, LP",
42479,zh-TW,Ham's Brot零食店,https://tchinese.visitseoul.net/attractions/百年老店-HAMs-BROT/TCP042375?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP042375,  ,01443 首爾市道奉區道峰路483 ,-5404,,,週一至週六 09:00 ~ 21:40 週日 11:00~18:00,每天,節假日當天,"地鐵4號線 雙門站 4號出口,  15m  ","名匠, 雙門站, ?包紙巡禮, 花束蛋?, ?點, ?包,老店,蛋?",
15338,ko,1898 명동성당 ,https://korean.visitseoul.net/attractions/1898-명동성당/KOP015338?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP015338,100-809 서울 중구 명동2가 1-1 ,"04537 서울 중구 명동길 74 (명동2가, 명동성당) ",02-727-2332,,https://1898.catholic.or.kr/plaza.asp,09:00~22:00,,"설날, 추석 당일 (성당사무실: 월요일 휴무)","지하철 2/3호선 을지로 3가역 12번 출구,  403m 지하철 4호선 명동역 10번 출구,  425m","성당,복합문화공간,명동나들이,명동대성당,명동, 1898광장, 고딕",
45520,en,Baekyang Laundry,https://english.visitseoul.net/attractions/Baekyang-2024/ENP8onuvv?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP8onuvv," 140-24, Gye-dong, Jongno-gu, Seoul, Korea ","03057 54 Gyedong-gil, Jongno-gu, Seoul ",-1943,,,,,,"Subway Line 3, Anguk Station, Exit 3,  332m","Jongro,BaekyangLaundry",
48935,en,Hongdae R3 Fashion Street,https://english.visitseoul.net/attractions/HONGDAE-R3/ENPc8w958?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPc8w958," 365-9 Seogyo-dong, Mapo-gu, Seoul ","04039 365-9 Seogyo-dong, Mapo-gu, Seoul ",-40,,,,,,"Subway Line 2 / Gyeongui?Jungang Line / Airport Railroad, Hongik Univ. Station, Exit 9, 250m  "," shopping, K-beauty,Hongdae fashion, Seogyo-dong, Red Fashion Street, social media hot spot",
16395,en,Figure Museum W,https://english.visitseoul.net/attractions/Figure-Museum-W/ENP015863?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP015863,"135-954 84-9 Cheongdam-dong, Gangnam-gu, Seoul ","06014 3, Seolleung-ro 158-gil, Gangnam-gu, Seoul ",-9297,,http://www.figuremuseumw.co.kr,Weekdays 13:00~17:00 Weekends 11:00~18:00,,"Closed Mondays, New Year's Day, Lunar New Year & Chuseok (If a holiday falls on a Monday, the museum opens on Monday and closes the following day.)","Subway Bundang Line  Apgujeong Rodeo Station  Exit 4,  103m","LimSiWan,DO,KSoYoung,LeeKwangSoo,ShinMinAh,LeeJongSeok,EXO,SoJiSub,Museum,FigureMuseumW,Hallyu,OhMyVenus,Figure,Kidult",
26962,ja,Gallery K.O.N.G,https://japanese.visitseoul.net/attractions/gallery-kong-jp/JPP026676?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP026676,110-230 ソウル市鐘路?三?洞 157-78,03049 ソウル市チョンノ(鐘路)?サムチョンロ7ギル38 (三?洞),-8434,,https://konggallery.com/,火曜日-土曜日 10:00-18:00,,月曜日·日曜日,"地下?3?線「アングク」?1番出口,  1.2km 地下?3?線「キョンボックン(政府ソウル??)」?5番出口,  1.5km","景福宮,ギャラリ?,三?洞,美術館,?瓦台,コンテンポラリ?ア?ト,Gallery K.O.N.G,現代美術",
49456,zh-TW,COEX 物品保管箱,https://tchinese.visitseoul.net/attractions/LuggageStorage32/TCP32m3he?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP32m3he, 서울 강남구 삼성동 159 ,06164 首爾特別市江南區永東大路513 ,,,,,,,,COEX 物品保管箱,
16849,en,Gallery Art Zone at the National Museum of Modern and Contemporary Art,https://english.visitseoul.net/attractions/Gallery-Art-Zone/ENP016792?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP016792,"110-200 165, Sogyeok-dong, Jongno-gu, Seoul ","03062 30, Samcheong-ro, (Sogyeok-dong) Jongno-gu, Seoul ",-13491,,https://www.mmca.go.kr/eng/,"* Mondays, Tuesdays, Thursdays, Fridays & Sundays 10:00 - 18:00  * Wednesdays & Saturdays 10:00 - 21:00 (KST)",,,"Subway Line 3, Anguk Station, Exit 1,  764m","NationalMuseumOfModernAndContemporaryArt,Museum,Gwanghwamun,Arts,Gallery,Exhibition,Art",
28200,en,Geulbeot Books,https://english.visitseoul.net/attractions/Geulbeot-Bookstore/ENP028052?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP028052," 150-7 Seongsan-dong, Mapo-gu, Seoul, Republic of Korea ","03941 210 World Cup buk-ro, Mapo-gu, Seoul, Republic of Korea (성산동) ",-1635,,,12:00~22:00,Daily,None,"Subway Line 2 / Gyeongui Central Line/ Airport Railroad  Hongik University Station  Exit 6,  (312m","usedbookstore,GyeonguiLinewalk,sinchon,yonseiuniversity,bookstore,bookshop,usedbook,OraeGage",
36844,en,Geumseonsa Temple,https://english.visitseoul.net/attractions/GeumseonsaTemple/ENP036843?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP036843," 196-2, Gugi-dong, Jongno-gu, Seoul ","03000 137, Bibong-gil, Jongno-gu, Seoul ",-10226,,http://www.geumsunsa.org/,,,,"Subway Line 3, Gyeongbokgung Station, Exit 3, 1.1 km","TempleStay,GeumseonsaTemple,Gugidong,InwangsanMountain,SeoulMountain,Buddhism,SeoulTemple",
5132,en,Children's Folk Museum,https://english.visitseoul.net/attractions/Childrens-Folk-Museum/ENP005130?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP005130,"110-820 1-1, Sejongno, Jongno-gu, Seoul ","03045, 37, Samcheong-ro, Jongno-gu, Seoul ",-6638,,https://www.nfm.go.kr/kids/eng/main.do,09:30 ~ 16:50,,"Closed Mondays, January 1st, Lunar New Year & Chuseok","Subway Line 3 Anguk Station Exit 1, 900m","NationalFolkMuseumOfKorea,TraditionalCulture,AngukStation,Museum,Memories,FamilyActivity,Gwanghwamun,Children,ChildrensFolkMuseum",
6215,en,Jinachun,https://english.visitseoul.net/attractions/Junghwa1/ENP006215?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP006215,"110-999 163, Sinmunno 1(il)-ga, Jongno-gu, Seoul ","03186 92, Saemunan-ro, Jongno-gu, Seoul ",-1328,,,Monday?Friday 11:00?14:30 / 17:00?21:20  KST Saturday 11:00?14:30 / 17:00?20:00 KST,,"Closed Sundays, Seollal & Chuseok","Subway Line 5  Gwanghwamun Station  Exit 6,  192m","ChineseFood,Daehakro,Jinahchoon,ChineseCuisine,Gwanghwamun,Junghwa,GwanghwamunStation",
46799,ja,2GIL29 GALLERY,https://japanese.visitseoul.net/attractions/2024-2Gil29Gallery/JPPrisi5i?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPPrisi5i, ソウル江南?新沙洞519-22 ,06034 ソウル市カンナム(江南)?カンナムデロ158ギル35 ,-8138,,https://www.2gil29gallery.com/,10:00-18:00,火曜日?土曜日,日曜日、月曜日は定休日  9月16日?18日まで、チュソク(秋夕:??の盆休み)連休のため休み,"地下?3?線/シンブンダン線「シンサ」?8番出口,  460m","美術館,カンナム展示,江南展示,ギャラリ?,神社,江南,カンナム,展示",
46797,en,2Gil29Gallery,https://english.visitseoul.net/attractions/2024-2Gil29Gallery/ENPrisi5i?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPrisi5i," 519-22 Sinsa-dong, Gangnam-gu, Seoul ","06034 35 Gangnam-daero 158-gil, Gangnam-gu, Seoul ",-8138,,https://www.2gil29gallery.com/,10:00-18:00,Tue-Sat,Closed on Sundays and Mondays   Closed for Chuseok holidays from September 16 to 18,"Subway Line 3 /Shinbundang Line  Sinsa Station  Exit 8,  460m","Exhibition,Gangnam Exhibition,Gallery,ArtMuseum,Shrine,Gangnam",
255,ja,63 SQUARE,https://japanese.visitseoul.net/attractions/63-square-jp/JPP000210?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP000210,150-763 ソウル市永登浦?汝矣島洞60 ,07345 ソウル市ヨンドゥンポ(永登浦)?63ロ50 (汝矣島)63ハンファ生命ビルディング,-6372,,,臨時休業,,臨時休業,"地下?9?線/シンリム線「セッカン」?3番出口,  1.2km","ヨイド展望台,63アクアプラネット,63ア?ト,63ビルレストラン,汝矣島,ヨイド,63スクエア,デ?トコ?ス,展望台,汝矣島展望台,アクアリウム,63ビル",
43477,en,Gonghang Kalguksu,https://english.visitseoul.net/attractions/2023010/ENPtcqlcp?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPtcqlcp,  ," B1, 18-1 Gonghang-daero, Gangseo-gu, Seoul ",-12332,,,09:30~22:00 Last order 21:20,Daily,None,"Subway Line 5 Songjeong Station  Exit 4,  180m","KoreanFood,Kalguksu,GimpoAirport,Oraegage",
42571,en,Ham’s brot,https://english.visitseoul.net/attractions/Baeknyeon-gage-Hamsbrot-Bakery/ENP042375?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP042375,  ,"01443 483 Dobong-ro, Dobong-gu, Seoul ",-5404,,,Monday - Saturday 09:00 ~ 21:40 Sunday 11:00~18:00,Daily,Public Holidays (Day of Holidays Only),"Subway 4 Line Ssangmun Station Exit 4,  15m  ","Cake, Bakery,OraeGage, Ssaengmun Station, Bakery tour, Master, bouquet cakes",
100,en,Hanyangdoseong (Seoul City Wall),https://english.visitseoul.net/attractions/Seoul-City-Wall/ENP000090?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP000090,"110-041 70-6, Jongno 6-ga, Jongno-gu, Seoul ","03038 283, Yulgok-ro, Jongno-gu, Seoul (Jongno 6-ga, Seoul Design Support Center) ",-10569,,https://seoulcitywall.seoul.go.kr/en/index.do,,,,"Subway Lines 1 / 4  Dongdaemun Station  Exit 1,  287m ","Inwangsan,Bugaksan,Dongdaemun,FourMajorGates,SeoulCityWall,HistoricSite,Naksan,HansungUnivStation,Hiking,Namsan,Walk","Accessible Restrooms,Accessible Parking"
23970,en,Korea University Main Hall & Old Main Library,https://english.visitseoul.net/attractions/Korea-University-Main-Hall--Old-Main-Library/ENP002962?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP002962,"136-701 Anamdong 5(o)-ga 1-2, Seongbuk-gu, Seoul 1-2","02841 145, Anam-ro, Seongbuk-gu, Seoul ",-4324,,https://library.korea.ac.kr/?lang=en,Same hours as Korea University.,,," Subway Line 6  Anam Station  Exit 2,  527m","History,Anamdong,University,OldMainLibrary,Seongbuk,HistoricSite,AnamStation,KoreaUniversityMainHall,UniversityLibrary,KoreaUniversity",
210,en,63 Square,https://english.visitseoul.net/attractions/63-Square/ENP000210?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP000210,"150-763 60, Yeouido-dong, Yeongdeungpo-gu, Seoul, Korea ","07345 50, 63-ro, Yeongdeungpo-gu, Seoul, Korea ",-6372,,,Temporarily closed,,Temporarily closed," Subway Line 9/Sillim Line  Saetgang Station  Exit 3,  1.2km","HangangRiver,Observatory,Overlook,HangangView,63Square,GoldenTower,Landmark,Art,DateCourse,Yeouido,Yeouido63,Architecture,Dining",
4997,en,Chung Won San Bang,https://english.visitseoul.net/attractions/Cheongwon-Sanbang/ENP004996?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP004996,"110-800 Gyedong, Jongno-gu, Seoul 79-12","03056 27, Bukchon-ro 6-gil, Jongno-gu, Seoul ",-3977,,http://www.somokjang.com/,Saturday 10:00~17:00 (by appointment),By reservation ,By reservation ,"Subway Line 3  Anguk Station  Exit 3,  430m ","OraeGage, Bukchon Hanok Village, Craft, Window, Traditional, Craft Experience",
49410,en,Gymfree Luggage Storage,https://english.visitseoul.net/attractions/LuggageStorage35/ENPv19yx8?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPv19yx8, 서울 마포구 동교동 159-5 ,"03995 161 Yanghwa-ro, Mapo-gu, Seoul ",,,,,,,,Gymfree Luggage Storage,
4101,en,Hongjimun Gate and Tangchundaeseong Fortress,https://english.visitseoul.net/attractions/Hongjimun-Gate-and-Tangchundaeseong-Fortress/ENP004101?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP004101,"110-020 Hongji-dong, Jongno-gu, Seoul San 4","03021 212?Segeomjeong-ro,?Jongno-gu,?Seoul ",-40,,,Open 24 hours,,,"subway line 3  Hongje Station  exit 1,   take the bus toward Sangmyung University, and get off in front of Sangmyung University.  ","Walk,TangchundaeseongFortress,SeoulCityWall,HistoricSite,Hanyangdoseong,HongjimunGate,History",
43496,zh-TW,FIGARO,https://tchinese.visitseoul.net/attractions/2023014/TCPuel8q4?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCPuel8q4,  , 冠岳區新林路11街20 ,-2531,,,16:00~到客人需要的時間爲止,每天,無,"地鐵 新林線 首爾大學創業城站 2號出口,  617m","?酒屋,?酒,綠豆街,冠嶽,首爾大學,老店",
49806,en,Hangang River Bus,https://english.visitseoul.net/attractions/HanRiverBus/ENPmluo32?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPmluo32," 1-2 Jamsil-dong area, Jamsil Pier, Songpa-gu, Seoul ","05500 1-2 Jamsil-dong area, Jamsil Pier, Songpa-gu, Seoul ",-5573,,https://www.hgbus.co.kr/,[Operating Hours] East Route (Jamsil - Yeouido(16 Round Trips)) 10:00 - 17:30 West Route (Magok - Yeouido(16 Round Trips)) 10:20 - 17:40  ,,,"Subway Line 2 Jamsil Saenae Station Exit 7, 1km Lines 2/8 Jamsil Station Exit 5, 2km","customized fare system,Climate Companion Card,Magok Pier,Mangwon Pier,water public transportation,Han River Bus,Jamsil Pier,Ttukseom Pier,Yeouido Pier,Oksu Pier,Apgujeong Pier",
48011,en,Little China Town,https://english.visitseoul.net/attractions/2024-myeongdongchina/ENPn4r215?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPn4r215," 107-1, Myeongdong 2-ga, Jung-gu, Seoul ","04535 52-5, Namdaemun-ro, Jung-gu, Seoul ",,,,,,,"Subway Line 4  Myeongdong Station  Exit 5,  405m","EmbassyofChina,Myeongdong,MeongdongOverseasChineseStreet",
44053,zh-TW,Hill String,https://tchinese.visitseoul.net/attractions/2023044/TCPht2ct9?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCPht2ct9, 首爾特別市瑞草區瑞草洞1463-21 ,06711 首爾特別市瑞草區盤浦大路1街8，星湖大樓3樓  ,-8699,,,09:30~18:00,週一至週五,週末、公休日,"地鐵3號線  南部客?站  5號出口,  750m","藝術殿堂,瑞草,小提琴,絃樂器製作,名匠,老店,樂器修理","無障쑮?所,無障쑮停車場,無障쑮坡道"
49458,en,Hongdae Station Luggage Storage,https://english.visitseoul.net/attractions/LuggageStorage33/ENP11cwng?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP11cwng, 서울 마포구 동교동 165 ,"04050 160 Yanghwa-ro, Mapo-gu, Seoul ",,,,,,,,Hongdae Station Luggage Storage,
44092,en,Ingkko Tteokbokki,https://english.visitseoul.net/attractions/2023112/ENPnownn2?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPnownn2,  ,"02060 43 Yongmasan-ro 120-gil, Jungnang-gu, Seoul ",-5730,,,Weekdays 11:30~18:00 Saturdays and Sundays 10:30~17:00,"Mon, Wed~Sun",Tuesdays,"Subway Line  Gyeongui Central Line  Yangwon Station  Exit 2,  815m ","OraeGage,Jungnang,FastFood,Cost-effective,MangU-dong,Spicy,Tteokbokki",
257,zh-CN,63大厦,https://chinese.visitseoul.net/attractions/63大厦/CNP000210?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP000210,150-763 首?市永登浦?六三路50  ,07345 首?市永登浦?六三路50  ,-6372,,,??停?,??停?,,"地?9??/新林?  ?江站  3?出口,  1.2km","汝??,???,水族?,地?,文化,63大厦,展望台,?代",
258,zh-TW,63廣場,https://tchinese.visitseoul.net/attractions/63廣場/TCP000210?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP000210,150-763 首爾市永登浦區汝矣島洞60 ,07345 首爾市永登浦區63路50 ,1833-7001,,,暫停營業,,暫停營業,"地鐵9號線/新林線  賽江站  3號出口,  1.2km","63Square,63大廈,汝矣島站,63廣場,永登浦區,水族館,地標,汝矣島,觀景台",
44076,zh-CN,JS鞋???究所,https://chinese.visitseoul.net/attractions/2023048/CNPaw1wws?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPaw1wws, 首?市城???水洞2街315-10?2? ,04782 首?市城???武?路57?（2?） ,-1444,,http://www.xn--js-xw5jh5u.kr/,"平日09:00~19:00, 周末10:00~19:00 (KST)",每日,无,"地?2?? ?水站 3?出口,  269m"," 男士皮鞋, 手工鞋,老店, 女士皮鞋, 全泰秀手工鞋, ?水洞??街, ?水",
252,ko,63스퀘어,https://korean.visitseoul.net/attractions/63스퀘어/KOP000210?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP000210,150-763 서울 영등포구 여의도동 60 ,"07345 서울 영등포구 63로 50 (여의도동, 63한화생명빌딩) ",1833-7001,,,임시휴업,,임시휴업,"지하철 9호선/ 신림선 샛강역 3번 출구,  1.2km","63아쿠아플라넷,데이트코스, 63빌딩전망대, 63아트,63빌딩,63빌딩레스토랑,전망대,63스퀘어,여의도,아쿠아리움","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
49384,en,Jamsil Station,https://english.visitseoul.net/attractions/LuggageStorage25/ENPpwo7rk?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENPpwo7rk," 8 Sincheon-dong, Songpa-gu, Seoul, Republic of Korea ","05510 B265 Olympic-ro, Songpa-gu, Seoul, Republic of Korea (신천동, 잠실역2호선) ",,,,,,,,Jamsil Station,
41916,en,Jungnang Mang-u Space,https://english.visitseoul.net/attractions/Jungnang-Mang-u-Space/ENP041904?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP041904," 57-1 San, Mangu-dong, Jungnang-gu, Seoul ","02178 2, Mangu-ro 91-gil, Jungnang-gu, Seoul ",+82-2-496-8974~6,,https://manguripark.or.kr/,Monday to Friday 09:00-18:00,,,"Subway Gyeongui-Jungang Line  Yangwon Station  Exit 2,  1.5km","ManguriPark,JungnangMang-uSpace,JungnangMang-u,Mang-UHistory&CulturePark","Accessible Restrooms,Accessible Parking,Accessible Pathways,Elevators,Accessible Information Centers & Services(Wheelchair rentals, etc.)"
37058,zh-CN,KCDF?廊,https://chinese.visitseoul.net/attractions/KCDF?廊/CNP037044?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP037044, 首??路???洞182-2 ,03145 首?市?路?仁寺洞11街8 ,-10034,,https://www.kcdf.or.kr,- 展? 周二~周日 10:00 ~ 18:00 - 工?庭院 周二~周日 10:00 ~ 19:00 (午休?? 12:00 ~ 13:00) - KCDF ?料室  周二~周五 09:00 ~ 18:00 周六 10:00 ~ 18:00 (午休?? 12:00 ~ 13:00),每天,,"地?3??  安?站  6?出口,  380m","工??廊,??工???文化振?院,kcdf,??,工?,??",
36936,en,7th Royal Culture Festival,https://english.visitseoul.net/attractions/7thRoyalCultureFestival/ENP036912?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP036912," 1-1, Sejongno, Jongno-gu, Seoul ","03045 161, Sajik-ro, Jongno-gu, Seoul ",-7814,,https://www.chf.or.kr/fest,,,,"* Subway Line 3, Gyeongbokgung Station * Subway Line 5, Gwanghwamun Station","GyeonghuigungPalace,GwanghwamunSights,ChanggyeonggungPalace,Gwanghwamun,SeoulDate,ChangdeokgungPalace,GyeongbokgungPalace,DeoksugunngPalace,Festival,OutdoorPerformance,SeoulOuting,SeoulHotSpot,Performance",
23993,en,A Look at Yonsei University's 3 Historic Halls,https://english.visitseoul.net/attractions/Yonsei-Universitys-Stimson-Hall--Underwood-Hall--Appenzeller-Hall/ENP002435?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP002435,"120-140 134, Sinchon-dong, Seodaemun-gu, Seoul ","03722 50, Yonsei-ro, Seodaemun-gu, Seoul ",1599-1885,,,Daily 09:00 - 17:00,,,"Subway Line 2  Sinchon Station  Exits 2,  1.2km","AppenzellerHall,Hongdae,University,StimsonHall,SinchonStation,UnderwoodHall,HistoricSite,History,Yonsei",
44061,zh-TW,ADAMO工作室,https://tchinese.visitseoul.net/attractions/2023046/TCP5dtalk?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP5dtalk," 72-8 Seongsu-dong 1(il)-ga, Seongdong-gu, Seoul, Republic of Korea ","04780 10 Seongsuil-ro, Seongdong-gu, Seoul, Republic of Korea (성수동1가, 서울숲 ITCT 지식산업센터) B104",-3766,,www.adamostudio.co.kr,週二-週五 10:30~19:00（休息時間 12:30~13:30）週六 10:30~16:00（休息時間 12:30~13:30）(KST),週二~週六,週一、週日,"地鐵2號線  聖水站  4號出口,  991m","老店, 聖水, 建大入口, 修補名牌衣服 , 毛皮 , 貂皮 , 纛島 ,修補衣服 ",
13751,en,Jidaebang,https://english.visitseoul.net/attractions/Jidaebang-EN/ENP013751?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP013751," 196-6 Gwanhun-dong, Jongno-gu, Seoul ","03149  2F, 33 Insadong-gil, Jongno-gu, Seoul ",-6037,,,Mon-Sat 10:30-22:30 Sun 11:00-22:00,Daily,None,"Subway Line 1/3/5 Jongno 3-ga Station Exit 5, 351m","Jongno,Ssamjigil,Insadong,TraditionalTea,Cafe,TraditionalTeahouse,OraeGage",
44056,en,Adamo Studio,https://english.visitseoul.net/attractions/2023046/ENP5dtalk?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP5dtalk," 72-8 Seongsu-dong 1(il)-ga, Seongdong-gu, Seoul, Republic of Korea ","04780 10 Seongsuil-ro, Seongdong-gu, Seoul, Republic of Korea (성수동1가, 서울숲 ITCT 지식산업센터) B104",-3766,,www.adamostudio.co.kr,Tue-Fri 10:30-19:00 (break 12:30-13:30) Sat 10:30-16:00 (break 12:30-13:30) (KST),Tuesday~Saturday,"Monday, Sunday","Subway Line 2  Seongsu Station  Exit 4,  991m "," Ttukseo Keondae Entrance, Seongsu, Clothing repair,OraeGage, Fur,repair of luxury",
24152,en,Nature Poem,https://english.visitseoul.net/attractions/Nature-Poem-EN/ENP001439?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP001439,"135-955 Cheongdam-dong 118-17, Gangnam-gu, Seoul ","06011 461, Apgujeong-ro, Gangnam-gu, Seoul ",,,,Daily 10:00 - 18:00 ,,Closed Sundays,"* Bundang Line, Apgujeong Rodeo Station, Exit 2 (10 mins on foot) * Subway Line 7, Cheongdam Station, Exit 9 (20 mins on foot)","NaturePoem,CheongdamStation,Shopping,Culture,Gangnam,ApgujeongRodeoStation,Art,Cheongdamdong,Gallery,Exhibition",
37044,ko,KCDF갤러리,https://korean.visitseoul.net/attractions/KCDF갤러리/KOP037044?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP037044, 서울 종로구 관훈동 182-2 ,"03145 서울 종로구 인사동11길 8 (관훈동, 공예종합유통지원센터) ",02-732-9382,,https://www.kcdf.or.kr,"- 전시장 화요일~일요일 10:00~18:00 - 공예정원 화요일~일요일 10:00 ~ 19:00 (휴게시간 12:00 ~ 13:00) - KCDF 자료실  화요일~금요일 09:00~18:00, 토요일 10:00~19:00 (12:00~13:00 점심시간)",매일,,"지하철 3호선 안국역 6번 출구,  380m","공예전문갤러리,한국공예디자인문화진흥원,kcdf,공예,디자인",
42171,en,Kkummaru(Dream Park) in Children's Grand Park,https://english.visitseoul.net/attractions/KkummaruDream-Park-in-Childrens-Grand-Park/ENP042170?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP042170,  ,"04991 216, Neungdong-ro, Gwangjin-gu, Seoul ",-9681,,,Cafe hours vary,,,"Subway  Line 7  Children's Grand Park Station  Exit 1,  434m",KkummaruDream-Park-in-Childrens-Grand-Park,
28404,en,Hwedula,https://english.visitseoul.net/attractions/Phaedra/ENP028330?utm_source=seoulopendata&utm_medium=attractions&utm_content=ENP028330,  ,"03789 32 Yeonse-ro 5-gil, Seodaemun-gu, Seoul ",-3444,,,12:00~02:00,Daily,None,"Subway Line 2  Sinchon Station  Exit 1,  170m "," Ramen, Bunsikd, Spicy Ramen, Haejang, Yonsei University, Sinchon,OraeGage",
