고유번호,언어,상호명,콘텐츠URL,주소,신주소,전화번호,팩스번호,웹사이트,운영시간,운영요일,휴무일,교통정보,태그,장애인편의시설
1596,ko,정독도서관,https://korean.visitseoul.net/attractions/정독도서관/KOP001596?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP001596,110-210 서울 종로구 화동 2 ,03055 서울 종로구 북촌로5길 48 (정독도서관) ,02-2011-5799,,http://jdlib.sen.go.kr/jdlib_index.jsp,"자율학습실, 노트북실 3월~10월 평일 07:00 - 22:00  3월~10월 주말 07:00 - 22:00  11월~2월 평일 08:00 - 22:00 11월~2월 주말 08:00 - 22:00 *이용시설마다 이용시간이 상이함.",매일,#NAME?,"지하철 3호선 안국역 2번 출구,  720m","시립공공도서관,서울대표도서관,서울가볼만한곳,아이들과함께,서울책빌리는곳,서울책읽는곳,서울아이들과가볼만한곳,종로가볼만한곳,정독도서관,종로시립도서관,도서관데이트","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터"
2134,ko,정동제일교회,https://korean.visitseoul.net/attractions/정동제일교회/KOP002132?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002132, 서울특별시 중구 정동 34-3,04516 서울특별시 중구 정동길 46  (정동) ,02-753-0001~3,,http://chungdong.org/,"만곤 기독교 역사자료실 (사전 예약 필요) 화 ~ 금요일 10:00 ~ 17:00, 토요일 10:00 ~ 14:00 예배와 기도 일정에 따라 이용 시간에 차이가 있음",박물관 매일 운영,"만곤 기독교 역사자료실은 월요일, 일요일","지하철 1/2호선 시청역 10번 출구,  404m","한국최초교회,종교,정동교회,성지,교회,정동제일교회",
4567,zh-TW,?進屋,https://tchinese.visitseoul.net/attractions/Cheongjinok-TC/TCP004537?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP004537, 首爾市鐘路區?進洞183-1 ,03156 首爾市鐘路區鐘路3街32 ,-2345,,http://www.cheongjinok.com/,06:00~22:00 KST,星期一 ~ 星期日,全年無休,"地鐵1號線 鐘閣站 1號出口,  397m 地鐵5號線 光化?站 3號出口,  294m","牛血解酒湯,醒酒湯,週三美食匯,牛血湯,鐘路區,?進屋,解酒湯.湯飯,鐘閣站",
49275,ko,종각역 물품보관소,https://korean.visitseoul.net/attractions/LuggageStorage13/KOPs2o36l?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPs2o36l,  ,"03161 서울 종로구 종로 지하 55 (종로1가, 종각지하철역사) ",,,,,,,,종각역 물품보관소,
8703,zh-TW,高麗參슲湯 ,https://tchinese.visitseoul.net/attractions/Korea-Samkyetang-TC/TCP008646?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP008646,100-814 首爾市中區西小門洞 55-3 ,04516 首爾市中區西小門路11街1  ,-10048,,http://www.krsamgyetang.com,"平日10:30~21:00, 週末10:30~20:30 KST",,節日當天,"地鐵1/2號線 市廳站 10號出口,  100m","中區,高麗參슲湯,市廳美食,市廳站,補身,米其林,蔘슲湯,米其林指南",
46815,zh-CN,?廊THEO,https://chinese.visitseoul.net/attractions/2024-THEO-cnp/CNP9q04ig?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP9q04ig, 首?特?市江南?三成洞124-16 ,"06156 首?特?市江南?奉恩寺路68街 55-3, ? 1? ",-7766,,https://gallerytheo.com/,13:00~19:00,周二至周六,周一、周日、公休日,"地?9??  三成中央站  6?出口,  539m","展?,免?展?,?廊,宣靖陵,美??,三成洞展?",
10611,ko,가미분식,https://korean.visitseoul.net/attractions/가미분식/KOP010608?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP010608, 서울 서대문구 대현동 54-1 ,03767 서울 서대문구 이화여대8길 2 무궁화상가아파트 ,02-364-3948,,,10:00~20:30,"월요일~화요일, 목요일~일요일",수요일,"지하철 2호선 이대역 3번 출구,  207m","주먹밥,얼큰우동,면요리,분식,오래가게,이대",
37176,ko,창경궁 대온실 ,https://korean.visitseoul.net/attractions/창경궁-대온실/KOP037176?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP037176, 서울 종로구 와룡동 2-1 ,"03072 서울 종로구 창경궁로 185 (와룡동, 창경궁) ",02-762-9515,,http://cgg.cha.go.kr/agapp/main/index.do?siteCd=CGG,09:00 ~ 20:45,화요일~일요일 ,월요일,"지하철 4호선 혜화역 4번 출구,  779m","창경궁대온실,창경궁데이트,창경궁포토존,창경궁,서울가볼만한곳",장애인 안내(휠체어 대여 및 기타)
50409,ko,갤러리조선,https://korean.visitseoul.net/attractions/gallerychosun/KOP5hau1h?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP5hau1h, 서울 종로구 소격동 125 ,03053 서울 종로구 북촌로5길 64 (소격동) ,02-723-7133,,https://www.gallerychosun.com/ko/,10:30-18:30,,매주 월요일,"지하철 3호선 안국역 2번출구, 582m","갤러리조선,서울전시,삼청동갤러리,삼천동전시,MZ콜렉터,현대미술,안국역",
43470,ko,거안,https://korean.visitseoul.net/attractions/2023080/KOPx138ls?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPx138ls, 서울 종로구 관훈동 38 ,"03146 서울 종로구 인사동길 44 (관훈동, 쌈지길) ",0507-1406-8815,,https://www.instagram.com/geoan_official/,11:00~18:00,매일,없음,"지하철 3호선 안국역 6번 출구,  291m","오래가게,느티나무,식탁,기러기,쌈지길,책장,책상",
49407,ko,코엑스 물품보관소,https://korean.visitseoul.net/attractions/LuggageStorage32/KOP32m3he?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP32m3he, 서울 강남구 삼성동 159 ,"06164 서울 강남구 영동대로 513 (삼성동, 코엑스) ",,,,,,,,코엑스 물품보관소,
25929,ko,탈방 ,https://korean.visitseoul.net/attractions/탈방/KOP025929?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025929, 서울 종로구 관훈동 71 ,03146 서울 종로구 인사동길 48 (관훈동) ,02-734-9289,,https://www.instagram.com/talbang1984/#,11:00 - 19:00,월요일~토요일,일요일 ,"지하철 3호선 안국역 6번 출구,  280m","산대탈,목공예,전통공예,오래가게,하회탈,전통탈,인사동,목공예품",
3452,ko,한국가구박물관,https://korean.visitseoul.net/attractions/한국가구박물관/KOP003452?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003452,136-823 서울 성북구 성북동 330-577 330-577,"02822 서울 성북구 대사관로 121 (성북동, 한국가구박물관) ",02-745-0181,,http://www.kofum.com/,* 현재 박물관 재정비 중으로 관람 중단 중입니다. ,화요일 ~ 토요일,"-일요일, 월요일 -1월 1일 -설날, 추석 연휴 ","지하철 4호선 한성대입구역 6번 출구, 성북02번 탑승 후 한국가구박물관입구에서 하차, 196m "," 한국가구박물관,문화, 전시, 목가구, 가구박물관,목재, 성북동,전통가구, 가구,한성대입구역,박물관",
41681,ko,한국금융사박물관,https://korean.visitseoul.net/attractions/한국금융사박물관-KR/KOP041681?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP041681, 서울 중구 태평로1가 62-12 ,"04519 서울 중구 세종대로 135-5 (태평로1가, 조흥금융박물관) 3, 4층 ",02-2151-7677,,https://www.beautifulshinhan.co.kr/,10:00 ~ 18:00 (17:00 입장마감),월요일~토요일,매주 일요일,"지하철 5호선 광화문역 6번 출구,  150m","역사,화폐,금융,한국금융사박물관,어린이체험,박물관",
3358,ko,한상수자수박물관,https://korean.visitseoul.net/attractions/한상수자수박물관/KOP003357?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003357, 서울 성북구 성북동 125-9 ,"02880 서울 성북구 성북로 87-1 (성북동, 백강빌딩) ",0507-1364-1545,,https://www.instagram.com/hss.embroidery.museum_official,화요일~일요일 10:00~17:00 휴게시간 12:00~13:00,화요일~일요일,월요일,"지하철 4호선 한성대입구역 5번 출구,  719m","체험,오래가게,한국자수,전통문화,전시,무형문화재,성북동",
3241,ko,국제갤러리,https://korean.visitseoul.net/attractions/국제갤러리/KOP003241?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP003241,100-200 서울시 종로구 소격동 48 ,03053 서울특별시 종로구 삼청로 54  (소격동) ,02-735-8449,,https://www.kukjegallery.com/,월요일~토요일 10:00~18:00 일요일?공휴일 10:00~17:00,월요일~일요일,,"지하철  3호선 안국역 1번 출구,  812m"," 미술관, 현대미술,광화문, 더레스토랑, 안국역,문화, 광화문역, 국제갤러리, 작가발굴,전시,경복궁역, 갤러리",
5242,ko,헌인릉,https://korean.visitseoul.net/attractions/헌인릉/KOP005240?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005240,137-180 서울 서초구 내곡동 1-3079  ,06795 서울 서초구 헌인릉길 36-10 (헌인릉) ,02-445-0347,,https://royal.khs.go.kr/ROYAL/contents/R106020000.do?schBdcode=rtm&pageType=story&bdProgramCode=storyCtg7&returnPage=subMain&schBdIdx=20231026062512487184&schIdx=1,"2월 ~ 5월, 9월 ~ 10월 09:00 ~ 18:00 6월 ~ 8월 09:00 ~ 18:30 11월 ~ 1월 09:00 ~ 17:30 (매표는 관람종료 1시간 전까지만 가능) ",화요일~일요일,월요일,"지하철 3호선 양재역 7번 출구, 양재역.서초문화예술회관 정류장까지 240m 440, 741, 452 버스 탑승 후 헌인릉.강남서초과학화예비군훈련장 하차.  662m","문화재청,인릉,강남,유네스코,세계문화유산,서울문화재,조선왕릉,헌인릉,서울명소,관광코스,헌릉",
25998,zh-CN,????器,https://chinese.visitseoul.net/attractions/???器/CNP025928?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP025928, 首?特?市?路???洞31 ,03146 ?路?仁寺洞10街5 ,-6148,,https://www.napcheong.com/chi/index.asp, 10:30 ~ 18:30,,,"地?3??  安?站  6?出口,  370m"," 李亨根方家游?,李?柱方家游?, 安?站, ??游?, ?碗, 方家游?,老店",
5798,zh-CN,??博物?,https://chinese.visitseoul.net/attractions/??博物?/CNP005796?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP005796,100-391 首?市中??忠洞1街 62-35,100-391 首?市中??忠?路166 ,-10100,,https://cafe.naver.com/papermuseum,09:30 ~ 18:00(??前30分?禁止入?),星期一~ 星期六,??日，每周日,"地?3??  ?大入口站  3?出口,  55m","??,??博物?,?字, 博物?,??,工?品,文化,??,美?",
23606,ko,혜화문,https://korean.visitseoul.net/attractions/Hyehwamun/KOP023606?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP023606,110-530 서울 종로구 혜화동 28-5 ,"03076 서울 종로구 창경궁로 307 (혜화동, 혜화문) ",02-120,,,24시간,월요일~일요일,연중무휴,"지하철 4호선 한성대입구역 5번 출구,  192m","도성,성문,혜화문, 북동방, 동소문, 혜화, 4소문, 혜화동, 동대문, 사소문, 한성대입구역, 성곽",
4327,ja,芸術の殿堂 ハンガラム美術館,https://japanese.visitseoul.net/attractions/hangaram-art-museum-jp/JPP004325?utm_source=seoulopendata&utm_medium=attractions&utm_content=JPP004325,137-070 ソウル市瑞草?瑞草洞700 , 06757 ソウル市ソチョ(瑞草)?ナンブスンファンロ2406 (瑞草洞)芸術の殿堂,1668-1352,,https://www.sac.or.kr/site/main/home,10:00-19:00 (KST),,月曜日,"地下?3?線「ナンブタ?ミナル」? 5番出口,  695m","ハンガラム美術館,芸術の殿堂,ア?ト,美術館,芸術·ア?ト",
5765,ko,국회의사당,https://korean.visitseoul.net/attractions/국회의사당/KOP005763?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005763,150-701 서울시 영등포구 여의도동 1 ,07233 서울특별시 영등포구 의사당대로 1  (여의도동) ,02-6788-2114,,http://www.assembly.go.kr,"평일 10:00 ~ 17:00 (10시, 11시, 14시, 15시, 16시, 17시 총 6회 입장가능 *1회 최대 150명) 토요일 10:00 ~ 12:00 (10시, 11시, 12시 총 3회 입장가능 *1회 최대 150명) ",월요일 ~ 토요일,"일요일, 공휴일, 근로자의 날(5.1), 국회개원기념일(5.31)","지하철 9호선 국회의사당역 1번 출구,  438m"," 국회의사당,의원회관, 여의도,국회참관, 국회도서관, 국회의사당역,인권,국회,역사, 민주주의","장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타),장애인화장실"
50797,ko,굴다리식당 ,https://korean.visitseoul.net/attractions/Guldari/KOPvroqkg?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPvroqkg, 서울 마포구 도화동 181-45 ,04168 서울 마포구 새창로 8-1 (도화동) ,02-715-1234,,,9:00~22:00,매일,,"지하철 5호선 공덕역 8번 출구, 316m","노포,굴다리,공덕,오래가게,김치찌개,제육볶음,계란말이,마포",
44005,zh-TW,쏈果屋,https://tchinese.visitseoul.net/attractions/2023024/TCPc29hhb?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCPc29hhb,  , 銅雀區銅雀大路27da街29，2樓 ,-2144,,,10:30~21:00,每天,無,"地鐵 4/7號線  忠信大入口(梨水)站  10號出口,  158m","老店, ?食, ?食炒年?, 싽拌煎餃, 炒米腸, 舍堂洞",
26190,ko,낙원떡집,https://korean.visitseoul.net/attractions/낙원떡집/KOP026190?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026190, 서울 종로구 낙원동 9 ,03132 서울 종로구 삼일대로 438 (낙원동) ,02-732-5579,,,08:00~21:00,매일,없음,"지하철 1/3/5호선 종로3가역 5번 출구,  202m","서울미래유산,오래가게,떡집,쑥인절미,쑥떡,호박설기,두텁떡,종로3가,오색경단",
28679,zh-TW,解放村街,https://tchinese.visitseoul.net/attractions/解放村街/TCP028659?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP028659,140-841 首爾市龍山區龍山洞2街11-13 ,04339 首爾市龍山區新興路90 (龍山洞2街) ,,,,,,,"地鐵6號線 綠莎坪站 2號出口,  1200m","龍山,餐廳,龍山區,老店計劃,梨泰院,老店,解放村,解放村街,??廳",
2049,ko,덕수궁,https://korean.visitseoul.net/attractions/Seoul-K-Medi-Center/KOP002046?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP002046,100-120 서울 중구 정동 5-1,04519 서울 중구 세종대로 99 ,02-771-9951,,https://royal.khs.go.kr/ROYAL/contents/menuInfo-dsg.do?grpCode=dsg,09:00 ~ 20:00 (매표 및 입장시간) 21:00 (퇴장시간),화요일~일요일 ,월요일,"지하철 1/2호선 시청역 1번 출구,  72m ","덕수궁야간,한국궁,덕수궁,궁궐투어,한국여행지,서울필수여행지,덕수궁투어,한국전통,정동길,한국역사,서울걷기좋은길,서울야경,궁,고종의길,서울여행,정동돌담길,서울나들이","장애인화장실,장애인 전용 주차장,접근가능,장애인 안내(휠체어 대여 및 기타)"
3463,zh-TW,貞陵 (정릉),https://tchinese.visitseoul.net/attractions/貞陵-정릉/TCP003459?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP003459,136-100 首爾市城北區貞陵洞 508-,136-100 首爾市城北區阿裏?路19街116 ,-5967,,https://royal.khs.go.kr/CHN/contents/H106010000.do,2~5月、9~10月 : 06:00~ 18:00  6~8月 : 06:00 ~ 18:30 11~1月 : 06:30 ~ 17:30  燕山君墓參觀時間：請參考網站 ?票至參觀結束前1小時止,,每週一,"地鐵 牛耳新設線 貞陵站 2號出口,  584m","歷史,文化,貞陵",
47991,zh-CN,?洞瞭望台,https://chinese.visitseoul.net/attractions/2024-jdobservatory/CNPmxn1fp?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPmxn1fp, 首?市中?西小?洞37 ,04515 首?特?市中?德??街 15 ,-40,,,工作日 13:30~17:30 周末 09:00~17:30 (最?入??? 17:20),,除周末外的公共假期,"地?1/2?? 市?站 12?出口,  185m","?洞,德??,瞭望台,首?瞭望台,?洞瞭望台",
26002,zh-CN,通文?,https://chinese.visitseoul.net/attractions/通文?/CNP025930?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP025930, 首?特?市?路???洞 147 ,03145 ?路?仁寺洞街55-1 ,-4746,,http://www.tongmunkwan.co.kr/,工作日 10:30~17:00 周六 11:00~15:00,,不定期周六，定期周日,"地?3??  安?站  6?出口,  200m","老店,桑吉吉, 人文?店,珍稀?籍, 首?未???,??, ?店",
49255,zh-TW,鍾路5街站 物品保管箱,https://tchinese.visitseoul.net/attractions/LuggageStorage9/TCP7kj5yn?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP7kj5yn, 서울 종로구 종로5가 82-1 ,03195 首爾特別市鍾路區鍾路216 ,,,,,,,,鍾路5街站 物品保管箱,
26192,ko,비원떡집,https://korean.visitseoul.net/attractions/비원떡집/KOP026192?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026192, 서울 종로구 가회동 163 ,03055 서울 종로구 북촌로 33-1 (가회동) ,02-765-4928,,http://www.biwon.net/,매일 10:00 ~ 17:00 *떡 소진시 조기 마감 (일요일은 예약떡만 제조 후 마감),매일,없음,"지하철 3호선 안국역 2번 출구,  324m "," 서울미래유산, 쑥찹쌀떡, 약식, 잣설기, 쌍개피, 두텁떡, 떡집, 궁중떡,오래가게",
3361,zh-TW,韓?洙刺繡博物館,https://tchinese.visitseoul.net/attractions/韓尙洙刺繡博物館/TCP003357?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCP003357," 125-9 Seongbuk-dong, Seongbuk-gu, Seoul, Republic of Korea ","02880 87-1 Seongbuk-ro, Seongbuk-gu, Seoul, Republic of Korea (성북동, 백강빌딩) ",-3334,,https://www.instagram.com/hss.embroidery.museum_official,星期二-日10:00~18:00 休息時間 12:00~13:00,週二~週日,星期一,"地鐵4號線  ?城大?站  5號出口,  719m","非物質文化遺?,城北洞,韓國刺繡,體驗,展示,傳統文化",
44453,zh-CN,首?市立科??,https://chinese.visitseoul.net/attractions/SeoulScienceMuseum/CNPn1ua1r?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNPn1ua1r,  ,01792 首?市 芦原? ?文石碑路 160 首?市立科?? ,-5390,,https://science.seoul.go.kr/home/cn/,周二~周五 09:30~17:30 KST,,每周一、1月1日、春?、中秋?天??,"地?7?? 下溪站  2?出口,  1.1km","?童,首?市立科??,科?活?,?育,?少年,科??室,科?,科??典,夜游,文化活?",
10567,ko,송월동 일대,https://korean.visitseoul.net/attractions/송월동-일대/KOP010567?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP010567,110-101 서울 종로구 송월동 일대,110-101 서울특별시 종로구 송월동 일대 ,02-120,,,,,,지하철 5호선 서대문역 3번출구 일대," 숭례문, 덕수궁, 서대문형무소역사관, 광화문,송월동, 역사유적지,서울역사박물관,서대문역, 경희궁, 독립문",
43490,ko,"승진완구	",https://korean.visitseoul.net/attractions/2023100/KOPpp5dae?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPpp5dae, 서울 종로구 창신동 390-3 ,03120 서울 종로구 종로52길 30 ,02-747-1900,,,09:00 - 18:00,매일,"신정 및 구정, 추석 당일 휴무","지하철 1/6호선 동묘앞역 6번 출구,  174m","장난감, 레고, 동대문, 자동차장난감,오래가게, 도매상,교육용완구",
49377,zh-TW,駱山 物品保管箱,https://tchinese.visitseoul.net/attractions/LuggageStorage30/TCPtdxb43?utm_source=seoulopendata&utm_medium=attractions&utm_content=TCPtdxb43, 서울 종로구 동숭동 1-147 ,"03086 首爾特別市鍾路區東崇路51,1樓7號 ",,,,,,,,駱山 物品保管箱,
50902,ko,원조조박집 ,https://korean.visitseoul.net/attractions/OriginalJoBakJip/KOPon4w77?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPon4w77, 서울 마포구 용강동 40-1 ,04166 서울특별시 마포구 토정로 313-1 1층동 ,02-712-7462,,https://jb-on.com/,11:30~22:00 (브레이크 타임 15:00~17:00),월~토요일,일요일,"지하철 5호선 마포역 1번 출구, 199m","오래가게,주물럭,돼지갈비,가족식사,막걸리,마포,외식",
12801,ko,유림면,https://korean.visitseoul.net/attractions/유림면/KOP012801?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP012801,100-813 서울 중구 서소문동 16 16,04515 서울 중구 서소문로 139-1 (서소문동) ,02-755-0659,,,"월요일~금요일 11:00-20:30, 토요일 .일요일 11:00-19:30",,,"지하철 1 / 2호선 시청역 12번 출구,  36m ","정동음식점,유림면,별에서온그대,시청역,김수현,시청음식점,오래된국수집,비빔국수, 돌냄비국수, 국수,서울3대메밀국수,냄비우동,메밀국수",
25376,ko,을지다방,https://korean.visitseoul.net/attractions/EuljI-Tea-House-kr/KOP025376?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025376, 서울 중구 을지로3가 315-3 ,04550 서울 중구 을지로 124-1 2층 ,02-2272-1886 ,,,06:00 ~ 21:00,매일,없음,"지하철 2/3호선 을지로3가역 10번 출구,  30m"," 다방,쌍화차, 라면, 냉커피, 을지로3가,카페,오래가게",
27805,zh-CN,麻浦旅游??中心,https://chinese.visitseoul.net/attractions/麻浦旅游咨?中心/CNP027190?utm_source=seoulopendata&utm_medium=attractions&utm_content=CNP027190, 首?市麻浦?西?洞348-78? ,04055 首?市麻浦?弘益路22 ,-8132,,https://www.instagram.com/seoul_hongdae_tour/,10:00 KST - 19:00 KST,,,"地? 2?? / 京?中央? / 机??路  弘大入口站 9?出口,  260m"," 旅游咨?中心,首?旅游??中心,麻浦??光,麻浦,旅游??中心,麻浦旅游??中心,弘益大?站,弘大站,外?咨?,旅游咨??,弘大",
43445,ko,자성당약국,https://korean.visitseoul.net/attractions/2023012/KOPr3kbck?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPr3kbck, 서울 강서구 공항동 18-80 ,07616 서울 강서구 방화대로21길 76 (공항동) ,02-2662-0555,,,"월요일-토요일 09:00~21:00, 일요일 09:00~18:00",매일,공휴일,"지하철 9호선 공항시장역 3번 출구,  201m","오래가게,약국,건강,김포공항,방화,공항시장역",
37158,ko,자하문터널,https://korean.visitseoul.net/attractions/자하문터널/KOP037158?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP037158, 서울 종로구 청운동 , 서울 종로구 청운동 ,,,,,,,"지하철 3호선 경복궁역 3번출구,  1020.7022.7212번 버스 타고 부암주민센터 하차,  650m","영화명소,기생충촬영지,서울가볼만한곳,자하문터널,기생충",
43488,ko,경은상사,https://korean.visitseoul.net/attractions/2023097/KOPhujesr?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPhujesr, 서울 종로구 낙원동 288 ,03140 서울 종로구 삼일대로 428 낙원상가 2층 B-282호 ,02-744-6433,,http://acousticgt.co.kr/,"월요일~토요일 10:00~19:00, 일요일 12:00~18:00",매일,없음,"지하철 1/3/5호선 종로3가역 5번 출구,  106m","기타,종각역,일렉기타,베이스기타,어쿠스틱기타,클래식기타,오래가게",
45529,ko,중앙고등학교,https://korean.visitseoul.net/attractions/ChoongAngHighSchool/KOPgcblme?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPgcblme, 서울 종로구 계동 1 ,"03051 서울 종로구 창덕궁길 164 (계동, 중앙고등학교) ",02-742-1321,,https://choongang.sen.hs.kr/index.do,,,,"지하철 3호선 안국역 3번 출구,  713m","중앙고등학교,겨울연가, 종로,역사",
45534,ko,중앙상회,https://korean.visitseoul.net/attractions/ChoongAngStore/KOPl7gype?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPl7gype, 서울 종로구 계동 2-105 ,03051 서울 종로구 창덕궁길 162 (계동) ,,,,,,,"지하철 3호선 안국역 3번 출구,  715m"," 종로,중앙상회,한류",
50922,ko,코스모스 분식,https://korean.visitseoul.net/attractions/CosmosBunsik/KOP1k0rxn?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP1k0rxn, 서울 은평구 구산동 1-16 ,03412 서울 은평구 연서로15길 2 (구산동) ,02-358-6623,,,10:00~20:00 (라스트오더 19:30),매일,,"지하철 6호선 구산역 3번 출구, 107m","분식,오래가게,예일여고,구산역,짜장떡볶이,떡볶이,즉석떡볶이",
26194,ko,태극당,https://korean.visitseoul.net/attractions/태극당/KOP026194?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP026194,  ,04617 서울 중구 동호로24길 7 ,02-2279-3152,,http://www.taegeukdang.com/,08:00~21:00,매일,없음,"지하철 3호선 동대입구역 2번 출구, 24m "," 동국대, 장충동, 옛날빵, 빵, 제과점,오래가게",
42446,ko,김중업 건축문화의집,https://korean.visitseoul.net/attractions/김중업-건축문화의집/KOP042446?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP042446, 서울 성북구 장위동 230-49 ,02755 서울 성북구 장위로21나길 11 (장위동) ,02-6906-3136,,,화요일 ~ 토요일 10:00 ~ 17:00,,"매주 일요일, 월요일 휴관","지하철 6호선 돌곶이역 2번 출구,  1.5km","김중업-건축문화의집,서울미래유산,도시재생,성북문화재단,전시,정원",
35015,ko,남산케이블카,https://korean.visitseoul.net/attractions/남산케이블카/KOP035015?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP035015, 서울 중구 회현동1가 산 1-19 ,"04630 서울 중구 소파로 83 (회현동1가, 남산케이블카) ",02-753-2403,,http://www.cablecar.co.kr/,10:00 ~ 23:00,매일 ,,"지하철 4호선 명동역 4번 출구,  571m","N서울타워,서울야경,서울여행,남산타워전망대,가족나들이,남산타워,야경,남산,서울투어,남산케이블카,서울,서울구경,남산전망대,서울구경","장애인화장실,장애인 전용 주차장,접근가능,엘리베이터,장애인 안내(휠체어 대여 및 기타)"
25928,ko,납청놋전,https://korean.visitseoul.net/attractions/납청놋전/KOP025928?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP025928, 서울 종로구 관훈동 31 ,03146 서울 종로구 인사동10길 5 (관훈동) ,02-736-5492,,http://www.napcheong.com, 10:30 ~ 18:30,,,"지하철 3호선 안국역 6번 출구,  370m"," 이봉주방짜유기,방짜유기, 안국역, 납청유기, 놋그릇,오래가게, 이형근방짜유기",
24904,ko,내자땅콩,https://korean.visitseoul.net/attractions/Naeja-Peanuts-kr/KOP024904?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP024904, 서울 종로구 내자동 21-1 ,03041 서울 종로구 사직로 111 (내자동) ,02-730-7239,,,11:00 ~ 16:00 (소진시 영업 종료/브레이크타임 13:00 ~ 14:00),월요일~토요일 ,일요일,"지하철 3호선 경복궁역 1번 출구, 103m ","땅콩센베이,꽈배기,오래가게",
43450,ko,혜성미용실,https://korean.visitseoul.net/attractions/2023016/KOPrs9x47?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPrs9x47, 서울 구로구 오류동 11-25 ,08269 서울 구로구 고척로6길 42 (오류동) ,02-2682-9359,,,08:00~19:40,매일,"첫째, 셋째 주 화요일 휴무","지하철 1호선 오류동역 3번 출구,  473m"," 미용실,미장원, 인두파마, 구로,오래가게, 오류동",
5548,ko,호림박물관 (신사분관),https://korean.visitseoul.net/attractions/호림박물관신사분관/KOP005546?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOP005546,135-897 서울 강남구 신사동 651-24 ,"06021 서울 강남구 도산대로 317 (신사동, 호림아트센터 1빌딩) ",02-541-3525,,https://www.horimmuseum.org/ko,AM 10:30 ~ PM 06:00 (입장 마감 PM 5:00)  - 7/27~9/1 신사분관 전시 교체로 인한 임시휴관 ,화요일 ~ 토요일,"-매주 월, 일 -1월 1일 -설날, 추석 연휴","지하철 수인분당선 압구정로데오역 5번 출구,  635m","신사역, 전시,강남구청역, 현대미술,신사동, 박물관, 고미술,강남, 압구정로데오역, 호림박물관신사분관, 호림박물관",
48960,ko,호호재 서울,https://korean.visitseoul.net/attractions/hohojae-seoul/KOPbnvhzx?utm_source=seoulopendata&utm_medium=attractions&utm_content=KOPbnvhzx, 서울 종로구 팔판동 63-6 ,03054 서울 종로구 삼청로 71-7 (팔판동) ,02-747-7854,,https://www.hohojae.com/home,화-일 11:00-19:00,,매주 월요일,"지하철 3호선 안국역 2번출구, 830m","서울전시,서울갤러리,호호재갤러리,갤러리투어,한국작가,삼청동전시,한옥갤러리",
